Quark Pressure,DM Pressure,Mass Quark,Mass DM,Radius
14.328721579903458,13036.133348422676,1.8424881600781933e-16,4.054733326445175e-17,1e-06
14.173127826036355,13001.184776495571,1.0832504647385905e-09,2.3991973682963645e-10,0.00018087056417784053
13.721902908748017,12898.208042623552,8.433098830935407e-09,1.9034841931484173e-09,0.00036074112835568104
13.065655164655125,12743.894841554753,2.5735555072809768e-08,5.9775284603681035e-09,0.0005282665582168979
12.223847304034594,12537.363569188801,5.6570363016931854e-08,1.365842327704486e-08,0.0006957919880781148
11.340937585831913,12309.191983287565,9.797020030483007e-08,2.4703301745341225e-08,0.0008477430451618534
10.437356223668907,12061.754205787498,1.494143561984046e-07,3.951994693545066e-08,0.0009914816603783167
9.523123006620335,11794.875588039004,2.1080210907074915e-07,5.8760026784067264e-08,0.0011316354994237443
8.60567504093291,11507.514956168423,2.822191019659407e-07,8.332844679274506e-08,0.0012713847467498282
7.685671849973885,11195.974443856572,3.644277045855773e-07,1.1468158912569593e-07,0.0014141988135485538
6.748721911849158,10849.473818260361,4.6020471731784484e-07,1.5572087537432238e-07,0.0015660111380670473
5.708052609456139,10421.114364300613,5.829459759194767e-07,2.1632616818427308e-07,0.0017473594524617568
5.003165830227732,10097.885814273379,6.775443780450997e-07,2.7010891371428213e-07,0.0018815923552969814
4.358388814596631,9772.340723894536,7.736981547954414e-07,3.32139818752658e-07,0.002015825258132206
3.822776018056869,9474.808881140503,8.617955773304543e-07,3.96533750207117e-07,0.002138483745645131
3.368063819244921,9198.214947257871,9.434883044484647e-07,4.637570924178402e-07,0.002253077285842452
2.9745768907989314,8936.950152653724,1.02018917404652e-06,5.345003691594628e-07,0.002362264758454368
2.630486289914298,8688.086673132244,1.0926164668169065e-06,6.091505655731912e-07,0.002467482711126557
2.327639621678184,8449.861974349455,1.1612039916118405e-06,6.879677001909953e-07,0.0025696181079121593
2.0599171849728632,8221.088795096439,1.2262562480065227e-06,7.711559845256373e-07,0.0026692749586403374
1.8224891295025738,8000.907437982932,1.2880100213156856e-06,8.588906513838316e-07,0.00276688978301668
1.6114192233382816,7788.663276981317,1.3466628825834265e-06,9.513294656803504e-07,0.002862790389538156
1.423428481262103,7583.839087975021,1.4023877721672577e-06,1.0486178595555044e-06,0.002957229191092644
1.2557424800266974,7386.014713452814,1.4553409599024402e-06,1.1508909275365222e-06,0.00305040349582479
1.1059866215200431,7194.841655227408,1.5056665781121359e-06,1.25827362491996e-06,0.0031424684942707236
0.9721108332062145,7010.026404724865,1.553499270186664e-06,1.3708797650357537e-06,0.0032335458481238025
0.8523333713430269,6831.319185680123,1.5989657522670141e-06,1.4888100719924514e-06,0.0033237294653685094
0.745097601505663,6658.506221625444,1.6421857210278114e-06,1.6121493695096996e-06,0.0034130893713934145
0.6490379425801378,6491.404413572194,1.6832723500751233e-06,1.7409628785437104e-06,0.003501674214483488
0.5629524993062092,6329.857755208633,1.7223325121117393e-06,1.875291514864645e-06,0.003589512725450822
0.4857807205905474,6173.735083269336,1.7594668019506471e-06,2.015145999361514e-06,0.0036766143112520497
0.41658493346555847,6022.928939832887,1.794769396031848e-06,2.16049950307632e-06,0.0037629688628931504
0.35453493956659116,5877.355458594651,1.8283277555021236e-06,2.3112784278142722e-06,0.003848545774510056
0.298895091558781,5736.955308132069,1.8602221551379198e-06,2.467350749109855e-06,0.0039332920861485056
0.24901343414451385,5601.695860540245,1.8905249929642737e-06,2.6285110815734843e-06,0.004017129558082365
0.20431262649709692,5471.574938019665,1.9192997980088412e-06,2.794461197472079e-06,0.004099950332757565
0.16428248375558294,5346.626779824372,1.9465997944089306e-06,2.9647840050226305e-06,0.00418161059484951
0.12847411321966684,5226.931381287297,1.972465775504075e-06,3.138907698849395e-06,0.004261921205551382
0.09649582406365804,5112.629331288657,1.9969228409222856e-06,3.3160543316652554e-06,0.004340633457965329
0.06801136569993231,5003.9463112301555,2.0199751300302517e-06,3.4951619828097317e-06,0.004417416378553997
0.04274188682548921,4901.236131778411,2.04159671381414e-06,3.674758161134542e-06,0.004491818044881744
0.020475212610024288,4805.063640405414,2.0617142401594752e-06,3.852732135544484e-06,0.004563193020648885
0.016476448781825498,4787.168569086383,2.0654452853922466e-06,3.886952503061786e-06,0.004576663468709334
0.012539840458414548,4769.353829180237,2.069156031930608e-06,3.9213749055778876e-06,0.004590133916769784
0.009070813592500313,4753.488253764144,2.072457887148014e-06,3.9523336982849405e-06,0.004602181788759754
0.005650018946539879,4737.686467144462,2.0757438496850934e-06,3.983455007695852e-06,0.004614229660749724
0.0050101412895365615,4734.71307688259,2.0763618774827734e-06,3.989343341317096e-06,0.004616502122467387
0.004371950552361809,4731.741946614401,2.076979346701758e-06,3.995237474828089e-06,0.004618774584185049
0.003100611607089943,4725.80646006169,2.0782126137289614e-06,4.007043152939246e-06,0.004623319507620374
0.002847148150643528,4724.620445772641,2.0784590002963608e-06,4.009407075888856e-06,0.00462422849230744
0.0027964875607009616,4724.383286211881,2.0785082669534523e-06,4.009879972017186e-06,0.004624410289244853
0.0027458376658003967,4724.146141081677,2.0785575300597033e-06,4.0103529053283975e-06,0.004624592086182266
0.0027255807019330755,4724.05128706998,2.0785772343080922e-06,4.010542089064416e-06,0.004624664804957231
0.002705325448753652,4723.956435367,2.07859693798847e-06,4.010731278750023e-06,0.004624737523732196
0.0026648200738656927,4723.766738886994,2.0786363436453355e-06,4.011109675970375e-06,0.004624882961282126
0.0026625003790288087,4723.755874503822,2.0786386004933558e-06,4.011131348986551e-06,0.004624891291062062
0.0026601807066321667,4723.745010150941,2.0786408573339243e-06,4.0111530220807975e-06,0.0046248996208419985
0.0026576458835431208,4723.733138038744,2.0786433235139474e-06,4.011176705693607e-06,0.004624908723305033
0.0026573824918120397,4723.731904410573,2.0786435797740095e-06,4.011179166661299e-06,0.004624909669141251
0.0026571191003702814,4723.730670782793,2.0786438360339754e-06,4.011181627629998e-06,0.004624910614977469
0.002657031852532,4723.730262146079,2.078643920919569e-06,4.011182442821308e-06,0.0046249109282838746
0.002656989759098613,4723.72989731137,2.0786439618733253e-06,4.011183170631959e-06,0.004624911208006814
0.002656989759098613,4723.729564112779,2.0786439618733253e-06,4.01118383533169e-06,0.004624911463474003
0.002656989759098613,4723.726232128435,2.0786439618733253e-06,4.011190482333044e-06,0.004624914018145894
0.002656989759098613,4723.692912441749,2.0786439618733253e-06,4.01125695275046e-06,0.0046249395648648006
0.002656989759098613,4723.359731249676,2.0786439618733253e-06,4.011921697313306e-06,0.00462519503205387
0.002656989759098613,4720.029486372573,2.0786439618733253e-06,4.018573182636089e-06,0.004627749703944568
0.002656989759098613,4686.883306679483,2.0786439618733253e-06,4.0854928307312805e-06,0.004653296422851545
0.002656989759098613,4370.611005519724,2.0786439618733253e-06,4.795994234311482e-06,0.004908763611921314
0.002656989759098613,4075.383694842306,2.0786439618733253e-06,5.59957540454544e-06,0.005168893692549973
0.002656989759098613,3802.068133270149,2.0786439618733253e-06,6.498805890240218e-06,0.005431966583845954
0.002656989759098613,3548.5610409809933,2.0786439618733253e-06,7.504140749899705e-06,0.00569874938312248
0.002656989759098613,3313.107493414593,2.0786439618733253e-06,8.626954544237449e-06,0.005969872708162669
0.002656989759098613,3094.1835970644565,2.0786439618733253e-06,9.879774486561768e-06,0.006245898345896781
0.002656989759098613,2890.4480509473265,2.0786439618733253e-06,1.1276405739744554e-05,0.006527338457561062
0.002656989759098613,2700.7075680722533,2.0786439618733253e-06,1.2832067886328153e-05,0.006814669277831547
0.002656989759098613,2523.8916316246855,2.0786439618733253e-06,1.4563542828190056e-05,0.007108340891551796
0.002656989759098613,2359.033475997508,2.0786439618733253e-06,1.6489336095041457e-05,0.0074087844187903954
0.002656989759098613,2205.2553683194665,2.0786439618733253e-06,1.8629853341243148e-05,0.0077164174262758685
0.002656989759098613,2061.7569504518538,2.0786439618733253e-06,2.1007593786312895e-05,0.008031648091245824
0.002656989759098613,1927.8058166406834,2.0786439618733253e-06,2.364736240517225e-05,0.008354878466500541
0.002656989759098613,1802.7297627522337,2.0786439618733253e-06,2.6576502770792326e-05,0.008686507084070606
0.002656989759098613,1685.910311690253,2.0786439618733253e-06,2.9825152580781258e-05,0.009026931062889525
0.002656989759098613,1576.7772317595313,2.0786439618733253e-06,3.342652404885181e-05,0.009376547837670206
0.002656989759098613,1474.8038408372843,2.0786439618733253e-06,3.741721151540023e-05,0.009735756593847126
0.002656989759098613,1379.50294229129,2.0786439618733253e-06,4.183752881473226e-05,0.010104959470325485
0.002656989759098613,1290.4232759105237,2.0786439618733253e-06,4.673187914335776e-05,0.010484562576114785
0.002656989759098613,1207.146394218904,2.0786439618733253e-06,5.214916038733998e-05,0.01087497685495413
0.002656989759098613,1129.283894249966,2.0786439618733253e-06,5.814320909845571e-05,0.011276618823634118
0.002656989759098613,1056.4749495208805,2.0786439618733253e-06,6.477328655422188e-05,0.011689911203454612
0.002656989759098613,988.3840980930131,2.0786439618733253e-06,7.210461058384877e-05,0.012115283458889698
0.002656989759098613,924.6992508760785,2.0786439618733253e-06,8.020893711941966e-05,0.012553172254599329
0.002656989759098613,865.1298910014746,2.0786439618733253e-06,8.916519569244317e-05,0.013004021838133517
0.002656989759098613,809.4054400568172,2.0786439618733253e-06,9.906018338519764e-05,0.013468284353922005
0.002656989759098613,757.2737710467007,2.0786439618733253e-06,0.00010998932202271674,0.013946420091822995
0.002656989759098613,708.4998511083584,2.0786439618733253e-06,0.00012205748367641722,0.014438897672071455
0.002656989759098613,662.8644995937606,2.0786439618733253e-06,0.00013537988982508328,0.01494619416699538
0.002656989759098613,620.163249207038,2.0786439618733253e-06,0.00015008308978615748,0.015468795158753998
0.002656989759098613,580.2052996204925,2.0786439618733253e-06,0.00016630602426814453,0.016007194730974998
0.002656989759098613,542.8125543619658,2.0786439618733253e-06,0.00018420118012455857,0.0165618953916351
0.002656989759098613,507.81873298307147,2.0786439618733253e-06,0.00020393584255593787,0.017133407923124816
0.002656989759098613,475.06855148233194,2.0786439618733253e-06,0.00022569345113594296,0.017722251154721883
0.002656989759098613,444.41696478601466,2.0786439618733253e-06,0.0002496750660978141,0.018328951651892366
0.002656989759098613,415.72846580278247,2.0786439618733253e-06,0.00027610095128625934,0.018954043315893097
0.002656989759098613,388.87643617808305,2.0786439618733253e-06,0.0003052122800351351,0.019598066886135766
0.002656989759098613,363.742544379854,2.0786439618733253e-06,0.0003372729699690537,0.020261569337174084
0.002656989759098613,340.2161872072347,2.0786439618733253e-06,0.00037257165228446655,0.020945103161123284
0.002656989759098613,318.19397120680674,2.0786439618733253e-06,0.00041142378042472534,0.02164922552533951
0.002656989759098613,297.579230812658,2.0786439618733253e-06,0.0004541738822040464,0.022374497294568415
0.002656989759098613,278.28158034329783,2.0786439618733253e-06,0.0005011979582518692,0.023121481905370472
0.002656989759098613,260.21649723659345,2.0786439618733253e-06,0.0005529060281813421,0.023890744080197996
0.002656989759098613,243.30493414666878,2.0786439618733253e-06,0.0006097448239948595,0.024682848367408337
0.002656989759098613,227.47295774440724,2.0786439618733253e-06,0.0006722006278642687,0.025498357492130592
0.002656989759098613,212.6514122314964,2.0786439618733253e-06,0.0007408022486000522,0.026337830502747454
0.002656989759098613,198.77560575997154,2.0786439618733253e-06,0.0008161241276065688,0.027201820696285395
0.002656989759098613,185.78501809190436,2.0786439618733253e-06,0.0008987895609726465,0.028090873305507136
0.002656989759098613,173.62302797277573,2.0786439618733253e-06,0.0009894740193831784,0.029005522929583562
0.002656989759098613,162.23665881284143,2.0786439618733253e-06,0.0010889085417154032,0.029946290689651496
0.002656989759098613,151.57634138110424,2.0786439618733253e-06,0.0011978831713910223,0.030913681090119362
0.002656989759098613,141.5956923158571,2.0786439618733253e-06,0.0013172503967123555,0.03190817856644191
0.002656989759098613,132.2513073538579,2.0786439618733253e-06,0.0014479285473186375,0.03293024369941111
0.002656989759098613,123.50256825169849,2.0786439618733253e-06,0.0015909050887626837,0.03398030907735783
0.002656989759098613,115.31146246377179,2.0786439618733253e-06,0.0017472397454678214,0.03505877478684146
0.002656989759098613,107.64241469684882,2.0786439618733253e-06,0.0019180673695762735,0.0361660035148862
0.002656989759098613,100.46212953525503,2.0786439618733253e-06,0.002104600458787304,0.03730231524636218
0.002656989759098613,93.73944438540958,2.0786439618733253e-06,0.002308131210704456,0.03846798154265288
0.002656989759098613,87.44519204171486,2.0786439618733253e-06,0.0025300329843914037,0.03966321939083785
0.002656989759098613,81.55207222792335,2.0786439618733253e-06,0.002771761021856363,0.04088818461599363
0.002656989759098613,76.0345315103445,2.0786439618733253e-06,0.003034852263590869,0.042142964854598154
0.002656989759098613,70.86865102683919,2.0786439618733253e-06,0.0033209240729649907,0.043427572091826606
0.002656989759098613,66.03204150838735,2.0786439618733253e-06,0.003631671665493023,0.04474193477383047
0.002656989759098613,61.5037451099178,2.0786439618733253e-06,0.003968864020653037,0.04608588951391
0.002656989759098613,57.264143600557816,2.0786439618733253e-06,0.004334338037345191,0.04745917242134052
0.002656989759098613,53.2948724914833,2.0786439618733253e-06,0.004729990680503761,0.04886141009413656
0.002656989759098613,49.57874071091151,2.0786439618733253e-06,0.00515776885655641,0.050292110329860674
0.002656989759098613,46.09965546263403,2.0786439618733253e-06,0.005619656751273891,0.051750652623631585
0.002656989759098613,42.84255192463609,2.0786439618733253e-06,0.00611766036752701,0.05323627854156549
0.002656989759098613,39.79332747408901,2.0786439618733253e-06,0.006653789012663299,0.05474808207456657
0.002656989759098613,36.93878014025567,2.0786439618733253e-06,0.007230033510569877,0.056285000100759965
0.002656989759098613,34.26655101085586,2.0786439618733253e-06,0.007848340951694703,0.057845803105881305
0.002656989759098613,31.765070331900933,2.0786439618733253e-06,0.008510585850280056,0.05942908633710576
0.002656989759098613,29.423507063437555,2.0786439618733253e-06,0.009218537651032949,0.06103326158809826
0.002656989759098613,27.231721663879274,2.0786439618733253e-06,0.009973824623544453,0.06265654984181578
0.002656989759098613,25.180221894467646,2.0786439618733253e-06,0.010777894299217326,0.0642969750207062
0.002656989759098613,23.260121449227285,2.0786439618733253e-06,0.011631970745447875,0.06595235911742105
0.002656989759098613,21.463101226265906,2.0786439618733253e-06,0.012537009135680783,0.0676203190023675
0.002656989759098613,19.781373070707854,2.0786439618733253e-06,0.013493648257217996,0.06929826522024156
0.002656989759098613,18.207645830591147,2.0786439618733253e-06,0.01450216179992309,0.07098340309951665
0.002656989759098613,16.73509357766614,2.0786439618733253e-06,0.015562409481838938,0.07267273650315095
0.002656989759098613,15.357325854320678,2.0786439618733253e-06,0.016673789284831562,0.07436307454459591
0.002656989759098613,14.068359818548457,2.0786439618733253e-06,0.01783519228224771,0.07605104157547717
0.002656989759098613,12.862594167264248,2.0786439618733253e-06,0.019044961730265493,0.07773309072185856
0.002656989759098613,11.734784725937894,2.0786439618733253e-06,0.020300858249566456,0.07940552120203022
0.002656989759098613,10.680021601063267,2.0786439618733253e-06,0.02160003302558727,0.08106449959655511
0.002656989759098613,9.693707800278196,2.0786439618733253e-06,0.022939010986286958,0.08270608516071871
0.002656989759098613,8.771539229888049,2.0786439618733253e-06,0.024313685863197425,0.08432625917580895
0.002656989759098613,7.909485988496402,2.0786439618733253e-06,0.02571932888069635,0.08592095821837972
0.002656989759098613,7.103774882294706,2.0786439618733253e-06,0.027150612544011608,0.08748611109591306
0.002656989759098613,6.350873093381612,2.0786439618733253e-06,0.028601650602870045,0.08901767905576333
0.002656989759098613,5.6474729432224064,2.0786439618733253e-06,0.030066054745473712,0.09051169871447885
0.002656989759098613,4.990477701918729,2.0786439618733253e-06,0.03153700794672102,0.09196432699429943
0.002656989759098613,4.376988408029478,2.0786439618733253e-06,0.03300735366148979,0.09337188718483108
0.002656989759098613,3.8042916862350147,2.0786439618733253e-06,0.034469699235708584,0.09473091506883737
0.002656989759098613,3.269848582581387,2.0786439618733253e-06,0.03591653103364615,0.09603820386459438
0.002656989759098613,2.7712844991165224,2.0786439618733253e-06,0.037340337835694015,0.09729084650330432
0.002656989759098613,2.3063804265237646,2.0786439618733253e-06,0.038733738001834064,0.09848627341899066
0.002656989759098613,1.8730659115061672,2.0786439618733253e-06,0.040089604535122086,0.09962228341421855
0.002656989759098613,1.469414731206863,2.0786439618733253e-06,0.041401179934631195,0.10069706382500274
0.002656989759098613,1.0936455593233383,2.0786439618733253e-06,0.04266216790747127,0.10170919289395648
0.002656989759098613,0.7441335672370492,2.0786439618733253e-06,0.0438667759929437,0.10265760787059837
0.002656989759098613,0.41945092013231966,2.0786439618733253e-06,0.04500964027605721,0.10354149114065168
0.002656989759098613,0.11850433383512049,2.0786439618733253e-06,0.046085382982661696,0.1043598953150324
0.002656989759098613,0.06318934405609808,2.0786439618733253e-06,0.046284445567223276,0.10450993790905004
0.002656989759098613,0.05211861901331865,2.0786439618733253e-06,0.04632432674593964,0.10453994642785357
0.002656989759098613,0.04104512802924881,2.0786439618733253e-06,0.046364230827263986,0.10456995494665709
0.002656989759098613,0.039648715774711296,2.0786439618733253e-06,0.04636926379780332,0.10457373859949033
0.002656989759098613,0.038252258057769946,2.0786439618733253e-06,0.04637429713255842,0.10457752225232357
0.002656989759098613,0.037223896607323295,2.0786439618733253e-06,0.04637800373973199,0.10458032923420503
0.002656989759098613,0.03630306098760579,2.0786439618733253e-06,0.04638132269278427,0.10458288209625026
0.002656989759098613,0.03453273496023943,2.0786439618733253e-06,0.04638770327095258,0.10458790093747034
0.002656989759098613,0.03142590918641864,2.0786439618733253e-06,0.046398900598417975,0.10459709481367785
0.002656989759098613,0.027022712828006196,2.0786439618733253e-06,0.046414770972549674,0.10461111050947872
0.002656989759098613,0.02309482339942233,2.0786439618733253e-06,0.04642893090423284,0.10462482177335446
0.002656989759098613,0.019531286375556206,2.0786439618733253e-06,0.04644178160023799,0.1046385330372302
0.002656989759098613,0.016510958132779516,2.0786439618733253e-06,0.04645267830187145,0.1046513875767396
0.002656989759098613,0.013966272105554333,2.0786439618733253e-06,0.046461863888223015,0.1046633677745325
0.002656989759098613,0.011807943465156907,2.0786439618733253e-06,0.046469659467455446,0.10467460828559177
0.002656989759098613,0.009931329855844218,2.0786439618733253e-06,0.046476441921624326,0.1046854382807491
0.002656989759098613,0.008361756489168044,2.0786439618733253e-06,0.046482118555340145,0.10469548939952154
0.002656989759098613,0.007007994436170583,2.0786439618733253e-06,0.046487018130368575,0.10470511881957409
0.002656989759098613,0.005788118927989374,2.0786439618733253e-06,0.04649143644827444,0.10471481198019979
0.002656989759098613,0.004788758194289076,2.0786439618733253e-06,0.04649505887221078,0.10472371939631799
0.002656989759098613,0.00394589923864359,2.0786439618733253e-06,0.04649811634951525,0.10473215153110399
0.002656989759098613,0.00324740971603164,2.0786439618733253e-06,0.04650065203469821,0.10474000750544891
0.002656989759098613,0.002684714893913909,2.0786439618733253e-06,0.04650269622801983,0.10474711580413876
0.002656989759098613,0.0021852495266196236,2.0786439618733253e-06,0.04650451200653465,0.1047542241028286
0.002656989759098613,0.0017599775497359105,2.0786439618733253e-06,0.046506059175599926,0.10476109688026976
0.002656989759098613,0.001400938130424322,2.0786439618733253e-06,0.04650736632438866,0.10476772986895151
0.002656989759098613,0.0011061110528867925,2.0786439618733253e-06,0.04650844045259749,0.10477399372836951
0.002656989759098613,0.0008615512853015335,2.0786439618733253e-06,0.046509332055906724,0.10478000751156878
0.002656989759098613,0.0006628192464225204,2.0786439618733253e-06,0.04651005706717786,0.10478570780480241
0.002656989759098613,0.0005025390796723252,2.0786439618733253e-06,0.04651064217626067,0.1047911135662179
0.002656989759098613,0.0003746646055712684,2.0786439618733253e-06,0.04651110927716719,0.1047962323527454
0.002656989759098613,0.00027413248808820035,2.0786439618733253e-06,0.04651147672040938,0.10480105955490006
0.002656989759098613,0.00019673806672971153,2.0786439618733253e-06,0.046511759755877145,0.10480556818464559
0.002656989759098613,0.00013725974935182967,2.0786439618733253e-06,0.04651197738807193,0.10480983123681185
0.002656989759098613,9.397656150575869e-05,2.0786439618733253e-06,0.046512135841743914,0.10481370305261183
0.002656989759098613,6.175135195310548e-05,2.0786439618733253e-06,0.046512253869040975,0.10481736351972484
0.002656989759098613,3.92777721657825e-05,2.0786439618733253e-06,0.046512336216284506,0.10482067792309947
0.002656989759098613,2.3822331931177345e-05,2.0786439618733253e-06,0.04651239287045913,0.10482370745811154
0.002656989759098613,1.4618698291471937e-05,2.0786439618733253e-06,0.04651242661945959,0.10482613591100548
0.002656989759098613,8.549837901962489e-06,2.0786439618733253e-06,0.04651244888000813,0.10482831034848641
0.002656989759098613,4.721546614133466e-06,2.0786439618733253e-06,0.04651246292582902,0.10483023171753778
0.002656989759098613,2.436909193486878e-06,2.0786439618733253e-06,0.04651247130997924,0.1048318980893266
0.002656989759098613,1.157159127999835e-06,2.0786439618733253e-06,0.046512476007327164,0.1048333158131187
0.002656989759098613,4.999961422648783e-07,2.0786439618733253e-06,0.04651247841985708,0.10483448077615064
0.002656989759098613,1.9650194301865553e-07,2.0786439618733253e-06,0.04651247953417248,0.10483539138733393
0.002656989759098613,7.488986006689485e-08,2.0786439618733253e-06,0.04651247998073099,0.1048360350946693
0.002656989759098613,2.570449721072144e-08,2.0786439618733253e-06,0.046512480161352315,0.10483651087530678
0.002656989759098613,3.1385104868631314e-09,2.0786439618733253e-06,0.04651248024422541,0.10483698665594426
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.1048374652007471
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.10483823361594172
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.10484591776788785
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.10492275928734915
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.10569117448196216
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.11337532642809231
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.19021684588939378
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,0.9586320405024085
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,8.642783986632555
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,85.48430344793401
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,853.8994980609486
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,8538.051444191095
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,85379.57090549255
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,853794.7655185071
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,8537946.711648652
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,85379466.1729501
0.002656989759098613,-1.9226855486389991e-10,2.0786439618733253e-06,0.04651248025645822,100000000.0
